time (s),accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,baroTemp,baroPressure
0:00:14,0.094428,0.337208,-0.079544,62.3,-71.61,-111.65,248,-405,1545,22.94768237,1008.136026
0:00:14,-0.343796,0.4331,-0.10736,16.03,-53.48,-65.17,236,-379,1549,22.94768237,1008.136026
0:00:14,-1.046272,0.443592,-0.100528,-65.52,-26.95,20.51,262,-355,1535,22.94768237,1008.136026
0:00:14,-0.945256,-0.122244,-0.02806,-11.9,-4.9,25.41,266,-359,1533,22.94768237,1008.136026
0:00:14,-0.94184,0.067344,0.004392,55.23,11.06,22.89,270,-383,1539,22.94768237,1008.136026
0:00:14,-0.67954,0.02684,0.04636,32.76,29.89,25.55,274,-403,1527,22.94768237,1008.136026
0:00:14,-0.997716,0.007076,0.098332,5.81,43.54,32.48,268,-397,1598,22.94768237,1008.136026
0:00:14,-1.07482,-0.022448,0.168848,29.4,36.47,26.6,272,-410,1596,22.94768237,1008.136026
0:00:14,-1.02846,0.101504,0.134688,2.52,24.29,26.67,278,-452,1627,22.94768237,1008.161728
0:00:15,-1.025044,-0.068564,0.137128,-13.02,16.94,20.86,284,-438,1608,22.94768237,1008.161728
0:00:15,-0.995764,-0.099552,0.1037,30.87,4.2,6.44,290,-433,1610,22.94768237,1008.161728
0:00:15,-0.984296,0.127368,0.0976,-8.12,-0.28,2.38,292,-468,1617,22.94768237,1008.161728
0:00:15,-1.05042,-0.155916,0.054412,-2.8,-9.52,-5.32,288,-453,1635,22.94768237,1008.161728
0:00:15,-0.998692,0.08662,0.03416,14.84,-10.57,-10.99,284,-449,1631,22.94768237,1008.161728
0:00:15,-1.017724,0.014396,0.006832,-16.73,-6.23,-14.42,302,-445,1628,22.94768237,1008.161728
0:00:15,-1.025288,0.033916,0.009272,4.69,-0.49,-18.83,288,-449,1639,22.94768237,1008.161728
0:00:15,-1.039196,0.134932,0.006832,-14.98,3.15,-15.89,286,-441,1606,22.94768237,1008.161728
0:00:15,-0.992104,0.051728,0.029524,-31.71,4.48,-12.67,280,-445,1629,22.94768237,1008.161728
0:00:15,-1.013576,0.084912,0.037088,-22.4,3.92,-9.31,268,-427,1589,22.94768237,1008.161728
0:00:15,-1.012356,0.04148,0.073688,-36.4,4.83,-8.54,296,-421,1636,22.94768237,1008.161728
0:00:15,-0.987712,-0.031964,0.067832,6.16,-2.8,-8.33,280,-421,1583,22.94768237,1008.161728
0:00:15,-0.986492,0.029036,0.054168,25.62,-5.46,-10.5,254,-425,1610,22.94768237,1008.161728
0:00:15,-1.0065,0.06954,0.040504,27.23,-6.09,-7.98,258,-440,1610,22.94768237,1008.161728
0:00:15,-1.02602,0.105408,0.027572,4.62,-4.55,-4.34,270,-442,1584,22.94768237,1008.161728
0:00:15,-1.00772,0.050752,0.028548,-8.96,-3.15,-2.17,270,-439,1606,22.94768237,1008.161728
0:00:15,-1.031388,0.073932,0.050264,-21.42,0.7,-0.56,280,-439,1598,22.94768237,1008.161728
0:00:15,-1.042856,0.055632,0.059048,-38.36,1.61,0.28,298,-437,1608,22.94768237,1008.161728
0:00:15,-1.038708,-0.061976,0.058072,-44.8,1.26,0.77,268,-439,1593,22.94768237,1008.161728
0:00:15,-0.999668,-0.040748,0.054412,-32.13,0.56,-4.41,290,-431,1575,22.94768237,1008.161728
0:00:15,-0.971852,-0.005368,0.044408,-18.97,-0.77,-11.41,264,-431,1587,22.94768237,1008.161728
0:00:15,-0.94794,0.00366,0.027084,-7.42,-4.2,-10.08,292,-441,1569,22.94768237,1008.161728
0:00:15,-0.93086,0.004392,0.014152,13.09,-6.02,-5.95,298,-423,1564,22.97247796,1008.204802
0:00:15,-0.72956,-0.008296,0.022936,51.66,-3.99,-9.45,308,-433,1590,22.97247796,1008.204802
0:00:15,1.51158,0.14762,0.05246,113.26,-31.64,-76.44,288,-435,1600,22.97247796,1008.204802
0:00:16,0.998692,0.793244,-0.298656,79.1,-23.52,15.54,288,-403,1605,22.97247796,1008.204802
0:00:16,-5.245024,0.103456,-0.127612,134.05,-17.29,85.82,402,-377,1567,22.97247796,1008.204802
0:00:16,-2.152568,0.173484,0.028548,-86.17,75.32,83.93,430,-389,1590,22.97247796,1008.204802
0:00:16,-1.326384,-0.535092,0.142252,-18.9,44.52,5.25,430,-359,1546,22.97247796,1008.204802
0:00:16,-1.14436,0.012688,0.199104,27.44,24.5,-16.66,406,-369,1575,22.97247796,1008.204802
0:00:16,-0.8601,-0.003416,0.116388,0.07,3.15,-30.1,416,-337,1585,22.97247796,1008.204802
0:00:16,-0.920368,0.319152,-0.050508,66.57,-16.03,-17.36,418,-363,1605,22.97247796,1008.204802
0:00:16,-0.941596,0.3416,-0.039772,-35.56,-11.62,4.41,420,-363,1615,22.97247796,1008.204802
0:00:16,-1.01626,0.049776,-0.084912,-27.65,-7.49,9.52,426,-377,1555,22.97247796,1008.204802
0:00:16,-1.02846,0.082716,-0.105164,-17.01,0.77,1.82,465,-351,1549,22.97247796,1008.204802
0:00:16,-1.086532,0.044652,-0.056852,5.6,3.99,-9.73,445,-347,1568,22.97247796,1008.204802
0:00:16,-1.037732,0.11102,0.010492,1.61,1.96,-13.79,461,-353,1578,22.97247796,1008.204802
0:00:16,-1.014796,0.157624,-0.042212,30.38,-5.11,-16.45,446,-367,1552,22.97247796,1008.204802
0:00:16,-0.976976,0.24156,-0.046604,0.49,-3.71,-8.47,452,-351,1584,22.97247796,1008.204802
0:00:16,-1.041392,0.122244,-0.04758,3.99,-7.56,-3.99,463,-363,1564,22.97247796,1008.204802
0:00:16,-0.9943,0.07076,-0.044652,1.54,-8.54,-5.25,461,-373,1597,22.97247796,1008.204802
0:00:16,-0.986248,0.098088,-0.05856,12.95,-7.56,-10.43,463,-361,1572,22.97247796,1008.204802
0:00:16,-0.9821,0.150792,-0.027572,2.1,-3.01,-10.22,452,-365,1584,22.97247796,1008.204802
0:00:16,-0.970144,0.164212,-0.0366,-11.13,-0.91,-6.93,446,-349,1573,22.97247796,1008.204802
0:00:16,-1.014308,0.117364,-0.018788,-12.95,-1.68,-4.62,454,-349,1578,22.97247796,1008.204802
0:00:16,-1.006988,0.116388,-0.022936,-6.51,-3.78,-4.83,442,-353,1578,22.94768237,1008.161728
0:00:16,-1.011136,0.105896,-0.043188,-4.55,-4.41,-5.74,442,-345,1573,22.94768237,1008.161728
0:00:16,-1.002352,0.082228,-0.015616,0.07,-4.27,-8.68,453,-357,1568,22.94768237,1008.161728
0:00:16,-0.978684,0.101992,-0.029036,7.98,-3.15,-10.64,448,-371,1594,22.94768237,1008.161728
0:00:16,-0.979172,0.142252,-0.022448,3.5,-0.91,-11.41,442,-343,1545,22.94768237,1008.161728
0:00:17,-1.001376,0.111752,-0.011712,1.61,0.77,-10.57,442,-341,1556,22.94768237,1008.161728
0:00:17,-0.99308,0.11956,-0.050752,-4.62,0.14,-9.52,438,-355,1553,22.94768237,1008.161728
0:00:17,-1.016992,0.105652,-0.014884,-7.07,0.14,-8.96,422,-337,1541,22.94768237,1008.161728
0:00:17,-1.006988,0.11834,-0.018056,-6.86,-0.21,-9.45,426,-345,1562,22.94768237,1008.161728
0:00:17,-1.010404,0.089548,-0.013908,-4.41,-0.98,-7.84,434,-341,1587,22.94768237,1008.161728
0:00:17,-0.998936,0.097112,-0.013176,8.75,-3.57,-7.7,436,-325,1567,22.94768237,1008.161728
0:00:17,-0.981368,0.10858,-0.034892,8.82,-4.62,-5.53,426,-339,1558,22.94768237,1008.161728
0:00:17,-1.008208,0.074176,-0.038064,13.3,-5.6,-6.23,434,-343,1574,22.94768237,1008.161728
0:00:17,-1.008696,0.088084,-0.034892,3.22,-3.29,-8.47,430,-349,1541,22.94768237,1008.161728
0:00:17,-0.977708,0.073688,-0.03538,7.56,-3.78,-9.03,440,-347,1568,22.94768237,1008.161728
0:00:17,-1.018212,0.104188,-0.022692,1.75,-2.59,-6.93,424,-363,1296,22.94768237,1008.161728
0:00:17,-0.987956,0.094916,-0.031964,-7.07,-0.7,-7.49,448,-341,1552,22.94768237,1008.161728
0:00:17,-1.010892,0.088328,-0.003172,-2.1,-1.61,-6.58,444,-325,1546,22.94768237,1008.161728
0:00:17,-1.004548,0.122732,-0.013908,-2.59,-2.66,-6.02,442,-351,1571,22.94768237,1008.161728
0:00:17,-0.998448,0.069784,-0.016104,-2.8,-2.24,-6.86,432,-333,1578,22.94768237,1008.161728
0:00:17,-1.008696,0.086376,-0.00244,6.86,-3.36,-6.65,438,-367,1562,22.94768237,1008.161728
0:00:17,-1.000156,0.11346,-0.045872,-8.61,-1.12,-5.46,454,-361,1548,22.94768237,1008.161728
0:00:17,-1.008696,0.05002,0.000244,-0.7,-3.08,-6.44,438,-355,1557,22.94768237,1008.161728
0:00:17,-1.01382,0.090768,-0.016836,3.85,-4.13,-7.35,436,-349,1545,22.96751884,1008.11908
0:00:17,-0.99796,0.09638,-0.020252,1.4,-4.06,-7.63,439,-353,1550,22.96751884,1008.11908
0:00:17,-0.99308,0.079544,-0.001708,0.91,-2.66,-7.7,424,-353,1577,22.96751884,1008.11908
0:00:17,-0.988932,0.105652,-0.01952,-4.55,-1.96,-7.28,434,-333,1536,22.96751884,1008.11908
0:00:17,-1.003084,0.067832,-0.006588,-1.82,-2.03,-7,444,-321,1586,22.96751884,1008.11908
0:00:17,-0.995276,0.088572,-0.000976,-0.63,-2.1,-6.23,442,-357,1557,22.96751884,1008.11908
0:00:17,-0.99064,0.09516,-0.01952,-1.54,-1.82,-5.11,441,-333,1550,22.96751884,1008.11908
0:00:18,-0.97722,0.07076,-0.015372,-2.38,-0.14,-7.14,456,-327,1567,22.96751884,1008.11908
0:00:18,-0.999424,0.060756,-0.008296,4.13,-1.05,-7.98,438,-327,1541,22.96751884,1008.11908
0:00:18,-1.035048,0.085888,-0.061488,10.5,-4.27,-7.14,433,-343,1573,22.96751884,1008.11908
0:00:18,-1.013576,0.079544,-0.007808,6.37,-4.62,-6.23,440,-337,1543,22.96751884,1008.11908
0:00:18,-0.994544,0.08784,-0.01342,2.66,-3.29,-6.37,434,-333,1549,22.96751884,1008.11908
0:00:18,-0.993568,0.087596,-0.013908,-5.11,-1.61,-6.86,418,-347,1552,22.96751884,1008.11908
0:00:18,-1.018944,0.049776,-0.061488,-2.31,-1.33,-7.56,446,-331,1547,22.96751884,1008.11908
0:00:18,-0.995276,0.082228,0.000976,4.48,-1.96,-7.7,438,-359,1564,22.96751884,1008.11908
0:00:18,-1.011136,0.10858,-0.00244,-2.31,-0.84,-5.88,426,-333,1547,22.96751884,1008.11908
0:00:18,-1.010404,0.08662,-0.011224,-13.86,0.21,-5.11,432,-339,1544,22.96751884,1008.11908
0:00:18,-0.981856,0.073688,-0.017324,-15.82,0.42,-6.51,422,-321,1553,22.96751884,1008.11908
0:00:18,-1.003084,0.038308,-0.008052,-7.63,-0.28,-7.91,425,-323,1538,22.96751884,1008.11908
0:00:18,-1.015528,0.059292,-0.000488,0.56,-1.4,-8.54,428,-347,1559,22.96751884,1008.11908
0:00:18,-0.993568,0.084668,-0.017324,-2.24,-0.77,-8.47,424,-325,1531,22.96751884,1008.11908
0:00:18,-1.009184,0.033428,0.00244,12.81,-2.59,-11.41,414,-329,1563,22.96751884,1008.11908
0:00:18,-1.016504,0.096136,-0.005124,10.85,-2.17,-8.61,400,-321,1564,22.96751884,1008.11908
0:00:18,-1.016504,0.091988,-0.0061,-7,17.64,-6.86,420,-337,1568,22.96751884,1008.11908
0:00:18,-0.999424,0.05734,-0.014396,-9.38,-0.21,-6.58,430,-325,1566,22.97247796,1008.1791
0:00:18,-1.018456,0.054412,0.008296,-3.22,-0.77,-7.56,408,-319,1574,22.97247796,1008.1791
0:00:18,-0.998204,0.05978,-0.018056,-4.69,-1.05,-7.98,420,-313,1554,22.97247796,1008.1791
0:00:18,-0.99064,0.075884,-0.01342,-8.96,0.56,-6.23,414,-327,1542,22.97247796,1008.1791
0:00:18,-0.9943,0.045628,-0.018544,-11.62,-0.35,-6.58,416,-319,1567,22.97247796,1008.1791
0:00:18,-0.990396,0.033672,-0.010248,1.54,-3.01,-6.86,414,-313,1567,22.97247796,1008.1791
0:00:18,-1.0187,0.060512,-0.003172,4.48,-4.06,-6.72,407,-315,1551,22.97247796,1008.1791
0:00:18,-0.976244,0.048556,-0.006344,7.7,-4.27,-8.19,420,-319,1542,22.97247796,1008.1791
0:00:19,-1.02968,0.08296,0.002196,3.99,-1.47,-7.14,408,-315,1545,22.97247796,1008.1791
0:00:19,-1.014796,0.059048,-0.000244,-7.49,-0.56,-5.88,410,-313,1534,22.97247796,1008.1791
0:00:19,-1.0126,0.037576,-0.004148,-4.55,-1.05,-6.58,412,-321,1555,22.97247796,1008.1791
0:00:19,-1.000644,0.04514,0.002196,4.48,-1.96,-7.98,414,-325,1569,22.97247796,1008.1791
0:00:19,-1.010404,0.065636,-0.01342,0.14,-1.26,-7.21,414,-329,1580,22.97247796,1008.1791
0:00:19,-1.009428,0.05246,0.011712,2.03,-2.03,-7.14,408,-331,1568,22.97247796,1008.1791
0:00:19,-1.011624,0.055876,-0.016104,-2.03,-2.03,-6.16,406,-345,1537,22.97247796,1008.1791
0:00:19,-1.004304,0.042456,0.002928,-2.38,-2.03,-6.37,440,-345,1540,22.97247796,1008.1791
0:00:19,-0.992104,0.035868,-0.011712,0.84,-2.03,-7.42,413,-315,1561,22.97247796,1008.1791
0:00:19,-1.00528,0.048312,-0.002196,0.07,-1.33,-6.65,425,-329,1567,22.97247796,1008.1791
0:00:19,-1.00772,0.059536,0.005124,-1.12,-0.98,-6.02,404,-325,1542,22.97247796,1008.1791
0:00:19,-1.001864,0.051484,-0.01098,-3.22,-1.19,-5.25,416,-315,1574,22.97247796,1008.1791
0:00:19,-1.060912,0.034648,-0.002684,-1.54,-1.33,-5.74,418,-305,1566,22.97247796,1008.1791
0:00:19,-1.0614,0.056608,-0.007076,-0.77,-0.98,-6.3,413,-299,1567,22.97247796,1008.1791
0:00:19,-1.014064,0.055876,0.006588,0.28,-2.66,-6.02,422,-313,1552,22.97247796,1008.1791
0:00:19,-1.002596,0.042212,-0.016592,-4.9,-2.1,-5.39,404,-319,1573,22.96255972,1008.16187
0:00:19,-1.011624,0.019764,0.004392,2.24,-3.22,-7.77,408,-309,1568,22.96255972,1008.16187
0:00:19,-0.937448,0.055632,0,5.39,-4.27,-7.91,408,-323,1547,22.96255972,1008.16187
0:00:19,-1.006988,0.075396,0.000976,-0.56,-3.57,-5.95,422,-303,1577,22.96255972,1008.16187
0:00:19,-0.991372,0.029524,0.003172,-3.22,-3.15,-5.53,419,-295,1559,22.96255972,1008.16187
0:00:19,-0.977464,0.05124,-0.011712,1.47,-2.59,-6.23,406,-301,1565,22.96255972,1008.16187
0:00:19,-0.997716,0.053924,0.015616,-7.98,1.26,-5.32,413,-313,1547,22.96255972,1008.16187
0:00:19,-1.009916,0.003416,0.011712,3.5,-1.54,-5.81,417,-311,1570,22.96255972,1008.16187
0:00:19,-0.991372,0.052216,-0.007564,9.38,-2.73,-5.46,421,-307,1574,22.96255972,1008.16187
0:00:19,-1.020164,0.060268,0.00854,3.5,-1.54,-5.39,437,-291,1544,22.96255972,1008.16187
0:00:20,-1.038952,0.05612,0.012688,-1.61,-2.31,-6.09,410,-313,1559,22.96255972,1008.16187
0:00:20,-1.019676,0.027328,0.003416,-3.43,-3.15,-7.49,424,-299,1557,22.96255972,1008.16187
0:00:20,-1.008696,0.053192,0.010248,-3.85,-2.87,-7.28,424,-311,1537,22.96255972,1008.16187
0:00:20,-0.998936,0.061244,0.007808,-8.33,-2.59,-6.79,414,-309,1554,22.96255972,1008.16187
0:00:20,-0.984052,0.02928,0.000732,-9.87,-1.54,-6.86,427,-311,1568,22.96255972,1008.16187
0:00:20,-0.990396,0.024156,0.009028,-1.54,-1.61,-7.77,412,-295,1567,22.96255972,1008.16187
0:00:20,-1.06018,0.049776,0.010004,-2.73,-0.42,-7.42,419,-309,1563,22.96255972,1008.16187
0:00:20,-1.009184,0.026596,0.016836,-0.42,-1.47,-7.14,412,-301,1783,22.96255972,1008.16187
0:00:20,-1.000644,0.0305,0.011224,7.42,-2.38,-6.44,406,-295,1545,22.96255972,1008.16187
0:00:20,-1.008452,0.042944,0.001708,3.64,-2.38,-5.18,410,-293,1532,22.96255972,1008.16187
0:00:20,-0.99796,0.022204,0.007564,3.71,-1.47,-6.72,439,-297,1573,22.96255972,1008.16187
0:00:20,-1.011136,0.026108,0.015372,10.85,-2.1,-8.12,422,-287,1542,22.96255972,1008.16187
0:00:20,-1.003572,0.067832,0.013664,6.86,-1.61,-6.44,424,-305,1541,22.96255972,1008.16187
0:00:20,-1.00528,0.031476,0.0122,1.26,-0.42,-5.53,414,-307,1562,22.97247796,1008.1791
0:00:20,-1.015772,0.018544,0.018788,8.26,-1.96,-6.65,410,-289,1549,22.97247796,1008.1791
0:00:20,-1.011136,0.045628,0.008296,5.95,-1.96,-5.46,429,-315,1547,22.97247796,1008.1791
0:00:20,-0.998204,0.040016,0.00122,1.54,-0.7,-4.97,418,-309,1562,22.97247796,1008.1791
0:00:20,-1.008696,0.036844,0.002196,-5.67,0.7,-5.46,412,-309,1563,22.97247796,1008.1791
0:00:20,-1.00406,0.0183,0.010248,-1.12,-0.28,-6.51,410,-299,1564,22.97247796,1008.1791
0:00:20,-0.991372,0.044408,0.004392,1.05,-0.07,-6.16,418,-303,1564,22.97247796,1008.1791
0:00:20,-1.007232,0.057096,-0.00366,-4.06,-0.49,-5.25,422,-289,1532,22.97247796,1008.1791
0:00:20,-1.029192,0.021716,0.016592,-8.61,-0.28,-5.67,408,-313,1547,22.97247796,1008.1791
0:00:20,-1.002108,0.0183,0.002684,0.35,-2.17,-7.07,400,-305,1537,22.97247796,1008.1791
0:00:20,-0.98698,0.052216,-0.00976,-1.61,-2.03,-5.11,400,-303,1549,22.97247796,1008.1791
0:00:20,-0.99796,0.029524,0.00366,-6.58,-1.12,-4.76,406,-299,1544,22.97247796,1008.1791
0:00:21,-1.01138,0.014884,0.021716,1.33,-1.54,-5.6,416,-321,1557,22.97247796,1008.1791
0:00:21,-1.025044,0.05246,0.008784,2.87,-2.17,-6.51,424,-299,1788,22.97247796,1008.1791
0:00:21,-1.011868,0.032696,0.006344,-1.33,-2.73,-5.53,420,-301,1545,22.97247796,1008.1791
0:00:21,-0.998692,0.029768,0.001952,0.14,-2.73,-5.67,404,-303,1549,22.97247796,1008.1791
0:00:21,-0.998448,0.049532,0.001464,-7.77,-0.28,-5.67,400,-297,1550,22.97247796,1008.1791
0:00:21,-0.9943,0.033916,0.008784,-6.86,0.84,-6.86,392,-289,1546,22.97247796,1008.1791
0:00:21,-1.012356,0.0427,0.016348,-7.77,0.91,-5.88,402,-273,1544,22.97247796,1008.1791
0:00:21,-1.020164,0.01708,0.006344,-2.1,-1.26,-5.18,410,-279,1545,22.97247796,1008.1791
0:00:21,-1.00894,0.036356,0.010492,2.52,-2.31,-6.09,374,-301,1537,22.97247796,1008.1791
0:00:21,-1.000888,0.050264,0.00244,-0.28,-1.68,-5.53,416,-275,1561,22.97247796,1008.1791
0:00:21,-1.005036,0.0427,0.002928,-3.29,-2.03,-4.83,416,-301,1561,22.97247796,1008.1791
0:00:21,-0.999424,0.034648,-0.002684,-7.91,-1.26,-5.67,414,-307,1526,22.96751884,1008.144782
0:00:21,-1.002596,0.028548,0.01708,-6.09,-0.98,-6.86,388,-279,1566,22.96751884,1008.144782
0:00:21,-0.991616,0.045384,0.012444,-4.97,-0.28,-7.14,406,-299,1542,22.96751884,1008.144782
0:00:21,-0.998936,0.030988,0.005368,-3.85,0.21,-7,410,-289,1526,22.96751884,1008.144782
0:00:21,-0.999912,-0.06222,-0.061488,2.52,-1.05,-7,394,-281,1528,22.96751884,1008.144782
0:00:21,-0.985272,0.028548,-0.061244,7,-1.05,-5.39,394,-267,1526,22.96751884,1008.144782
0:00:21,-1.011136,0.060024,-0.009516,0.49,1.4,-3.92,418,-287,1539,22.96751884,1008.144782
0:00:21,-1.02358,0.035624,0.028548,-7.84,0.77,-4.62,404,-295,1534,22.96751884,1008.144782
0:00:21,-1.02602,0.020008,0.017324,-2.1,-0.56,-5.88,405,-285,1541,22.96751884,1008.144782
0:00:21,-1.02358,0.051972,0.004636,0.49,-2.45,-6.51,396,-279,1536,22.96751884,1008.144782